timestamp,machine_id,speed_board_per_min,fault_code,counter_total,feeder_status,temperature_c,vibration_mm_s,oee_percent
2024-01-15 00:55:00,MC002,106.8,0,34032,RUNNING,84.1,2.1,80.5
2024-01-15 00:55:00,MC003,76.0,0,30756,RUNNING,65.5,1.4,78.4
2024-01-15 01:00:00,MC001,42.5,E004,40011,FAULTED,73.9,15.0,0.0
2024-01-15 01:00:00,MC002,106.9,0,34566,RUNNING,82.9,2.2,80.6
2024-01-15 01:00:00,MC003,77.1,0,31141,RUNNING,65.9,2.0,79.5
2024-01-15 01:05:00,MC001,42.5,E004,40223,FAULTED,71.7,12.2,0.0
2024-01-15 01:05:00,MC002,103.6,0,35084,RUNNING,76.8,2.5,78.1
2024-01-15 01:05:00,MC003,81.5,0,31548,RUNNING,71.0,2.7,84.1
2024-01-15 01:10:00,MC001,81.9,0,40632,RUNNING,70.5,1.8,80.3
2024-01-15 01:10:00,MC002,110.4,0,35636,RUNNING,76.8,2.2,83.2
2024-01-15 01:10:00,MC003,75.5,0,31925,RUNNING,70.0,2.4,77.9
2024-01-15 01:15:00,MC001,88.4,0,41074,RUNNING,75.2,2.7,86.6
2024-01-15 01:15:00,MC002,100.4,0,36138,RUNNING,76.7,1.6,75.7
2024-01-15 01:15:00,MC003,80.5,0,32327,RUNNING,64.4,2.1,83.0
2024-01-15 01:20:00,MC001,84.1,0,41494,RUNNING,69.6,2.1,82.4
2024-01-15 01:20:00,MC002,100.1,0,36638,RUNNING,79.1,2.5,75.5
2024-01-15 01:20:00,MC003,77.4,0,32714,RUNNING,72.9,2.8,79.8
2024-01-15 01:25:00,MC001,83.8,0,41913,RUNNING,75.7,2.4,82.1
2024-01-15 01:25:00,MC002,33.1,E003,36803,FAULTED,94.0,0.9,0.0
2024-01-15 01:25:00,MC003,80.7,0,33117,RUNNING,65.9,1.9,83.2
2024-01-15 01:30:00,MC001,77.5,0,42300,RUNNING,73.3,2.1,75.9
2024-01-15 01:30:00,MC002,33.1,E003,36968,FAULTED,86.2,0.9,0.0
2024-01-15 01:30:00,MC003,80.9,0,33521,RUNNING,66.6,1.9,83.5
2024-01-15 01:35:00,MC001,83.8,0,42719,RUNNING,79.4,1.6,82.1
2024-01-15 01:35:00,MC002,33.1,E003,37133,FAULTED,94.2,0.9,0.0
2024-01-15 01:35:00,MC003,78.0,0,33911,RUNNING,64.2,1.3,80.5
2024-01-15 01:40:00,MC001,83.7,0,43137,RUNNING,71.7,1.9,82.0
2024-01-15 01:40:00,MC002,33.1,E003,37298,FAULTED,92.2,1.2,0.0
2024-01-15 01:40:00,MC003,78.5,0,34303,RUNNING,66.9,3.0,81.0
2024-01-15 01:45:00,MC001,77.2,0,43523,RUNNING,77.0,2.5,75.7
2024-01-15 01:45:00,MC002,33.1,E003,37463,FAULTED,86.2,0.7,0.0
2024-01-15 01:45:00,MC003,77.4,0,34690,RUNNING,67.8,2.5,79.8
2024-01-15 01:50:00,MC001,88.6,0,43966,RUNNING,71.6,2.1,86.8
2024-01-15 01:50:00,MC002,108.5,0,38005,RUNNING,76.4,1.6,81.8
2024-01-15 01:50:00,MC003,79.8,0,35089,RUNNING,68.7,2.6,82.3
2024-01-15 01:55:00,MC001,81.4,0,44373,RUNNING,71.3,2.3,79.8
2024-01-15 01:55:00,MC002,109.1,0,38550,RUNNING,75.8,1.8,82.2
2024-01-15 01:55:00,MC003,77.4,0,35476,RUNNING,67.3,1.7,79.8
2024-01-15 02:00:00,MC001,83.8,0,44792,RUNNING,73.2,2.1,82.1
2024-01-15 02:00:00,MC002,112.2,0,39111,RUNNING,79.2,0.9,84.6
2024-01-15 02:00:00,MC003,73.5,0,35843,RUNNING,71.2,2.9,75.8
2024-01-15 02:05:00,MC001,83.4,0,45209,RUNNING,74.1,2.4,81.7
2024-01-15 02:05:00,MC002,113.3,0,39677,RUNNING,76.5,2.3,85.4
2024-01-15 02:05:00,MC003,84.4,0,36265,RUNNING,69.7,2.2,87.1
2024-01-15 02:10:00,MC001,79.8,0,45608,RUNNING,71.2,2.2,78.2
2024-01-15 02:10:00,MC002,105.4,0,40204,RUNNING,77.3,2.1,79.5
2024-01-15 02:10:00,MC003,83.3,0,36681,RUNNING,70.1,2.4,85.9
2024-01-15 02:15:00,MC001,81.3,0,46014,RUNNING,72.0,2.2,79.7
2024-01-15 02:15:00,MC002,112.1,0,40764,RUNNING,77.6,2.2,84.5
2024-01-15 02:15:00,MC003,78.5,0,37073,RUNNING,62.3,2.6,81.0
2024-01-15 02:20:00,MC001,82.6,0,46427,RUNNING,72.6,1.9,80.9
2024-01-15 02:20:00,MC002,113.2,0,41330,RUNNING,83.6,2.6,85.3
2024-01-15 02:20:00,MC003,79.3,0,37469,RUNNING,73.8,1.9,81.8
2024-01-15 02:25:00,MC001,87.7,0,46865,RUNNING,75.8,2.3,85.9
2024-01-15 02:25:00,MC002,115.8,0,41909,RUNNING,76.6,1.8,87.3
2024-01-15 02:25:00,MC003,81.4,0,37876,RUNNING,67.9,2.6,84.0
2024-01-15 02:30:00,MC001,80.0,0,47265,RUNNING,74.0,1.2,78.4
2024-01-15 02:30:00,MC002,99.6,0,42407,RUNNING,77.6,2.0,75.1
2024-01-15 02:30:00,MC003,84.5,0,38298,RUNNING,67.2,2.3,87.2
2024-01-15 02:35:00,MC001,88.7,0,47708,RUNNING,75.1,1.0,86.9
2024-01-15 02:35:00,MC002,105.8,0,42936,RUNNING,82.9,2.0,79.8
2024-01-15 02:35:00,MC003,81.2,0,38704,RUNNING,66.3,1.9,83.8
2024-01-15 02:40:00,MC001,83.0,0,48123,RUNNING,68.6,2.8,81.3
2024-01-15 02:40:00,MC002,101.1,0,43441,RUNNING,76.6,1.5,76.2
2024-01-15 02:40:00,MC003,79.5,0,39101,RUNNING,66.3,2.0,82.0
2024-01-15 02:45:00,MC001,83.1,0,48538,RUNNING,68.9,1.5,81.4
2024-01-15 02:45:00,MC002,104.3,0,43962,RUNNING,78.1,2.3,78.6
2024-01-15 02:45:00,MC003,78.5,0,39493,RUNNING,66.5,2.9,81.0
2024-01-15 02:50:00,MC001,76.7,0,48921,RUNNING,73.5,1.9,75.2
2024-01-15 02:50:00,MC002,114.7,0,44535,RUNNING,76.7,2.0,86.5
2024-01-15 02:50:00,MC003,84.4,0,39915,RUNNING,67.9,2.1,87.1
2024-01-15 02:55:00,MC001,78.9,0,49315,RUNNING,69.7,1.6,77.3
2024-01-15 02:55:00,MC002,115.2,0,45111,RUNNING,75.2,2.6,86.8
2024-01-15 02:55:00,MC003,80.6,0,40318,RUNNING,72.1,2.1,83.1
2024-01-15 03:00:00,MC001,88.3,0,49756,RUNNING,74.8,1.6,86.5
2024-01-15 03:00:00,MC002,102.1,0,45621,RUNNING,80.6,1.9,77.0
2024-01-15 03:00:00,MC003,81.0,0,40723,RUNNING,71.3,2.2,83.6
2024-01-15 03:05:00,MC001,84.2,0,50177,RUNNING,68.7,1.8,82.5
2024-01-15 03:05:00,MC002,109.2,0,46167,RUNNING,78.6,2.4,82.3
2024-01-15 03:05:00,MC003,84.6,0,41146,RUNNING,66.5,2.6,87.3
2024-01-15 03:10:00,MC001,87.5,0,50614,RUNNING,67.9,1.8,85.8
2024-01-15 03:10:00,MC002,104.7,0,46690,RUNNING,80.8,2.8,78.9
2024-01-15 03:10:00,MC003,83.9,0,41565,RUNNING,69.9,2.3,86.5
2024-01-15 03:15:00,MC001,81.8,0,51023,RUNNING,71.0,1.4,80.2
2024-01-15 03:15:00,MC002,101.1,0,47195,RUNNING,80.0,2.2,76.2
2024-01-15 03:15:00,MC003,82.4,0,41977,RUNNING,71.0,2.1,85.0
2024-01-15 03:20:00,MC001,77.9,0,51412,RUNNING,70.4,2.4,76.3
2024-01-15 03:20:00,MC002,114.8,0,47769,RUNNING,78.0,2.7,86.5
2024-01-15 03:20:00,MC003,81.0,0,42382,RUNNING,66.1,3.6,83.6
2024-01-15 03:25:00,MC001,88.7,0,51855,RUNNING,74.8,2.1,86.9
2024-01-15 03:25:00,MC002,114.9,0,48343,RUNNING,81.0,2.5,86.6
2024-01-15 03:25:00,MC003,81.4,0,42789,RUNNING,69.5,2.1,84.0
2024-01-15 03:30:00,MC001,78.8,0,52249,RUNNING,69.9,1.9,77.2
2024-01-15 03:30:00,MC002,101.9,0,48852,RUNNING,73.6,2.9,76.8
2024-01-15 03:30:00,MC003,77.7,0,43177,RUNNING,71.4,2.7,80.2
2024-01-15 03:35:00,MC001,80.2,0,52650,RUNNING,73.6,1.3,78.6
2024-01-15 03:35:00,MC002,106.0,0,49382,RUNNING,79.4,1.6,79.9
2024-01-15 03:35:00,MC003,75.7,0,43555,RUNNING,63.5,1.6,78.1
2024-01-15 03:40:00,MC001,84.3,0,53071,RUNNING,72.4,1.8,82.6
2024-01-15 03:40:00,MC002,108.3,0,49923,RUNNING,73.7,2.1,81.6
2024-01-15 03:40:00,MC003,82.5,0,43967,RUNNING,74.6,3.1,85.1
2024-01-15 03:45:00,MC001,86.7,0,53504,RUNNING,74.7,2.4,85.0
2024-01-15 03:45:00,MC002,100.5,0,50425,RUNNING,79.0,1.8,75.8
2024-01-15 03:45:00,MC003,72.7,0,44330,RUNNING,60.2,1.6,75.0
2024-01-15 03:50:00,MC001,88.3,0,53945,RUNNING,77.0,1.5,86.5
2024-01-15 03:50:00,MC002,111.6,0,50983,RUNNING,81.5,1.8,84.1
2024-01-15 03:50:00,MC003,73.1,0,44695,RUNNING,70.1,2.5,75.4
2024-01-15 03:55:00,MC001,83.8,0,54364,RUNNING,68.6,2.7,82.1
2024-01-15 03:55:00,MC002,112.8,0,51547,RUNNING,73.5,2.7,85.0
2024-01-15 03:55:00,MC003,82.8,0,45109,RUNNING,73.1,1.5,85.4
2024-01-15 04:00:00,MC001,87.6,0,54802,RUNNING,76.9,2.2,85.8
2024-01-15 04:00:00,MC002,99.6,0,52045,RUNNING,74.5,1.8,75.1
2024-01-15 04:00:00,MC003,78.6,0,45502,RUNNING,72.0,2.7,81.1
2024-01-15 04:05:00,MC001,85.2,0,55228,RUNNING,69.4,1.9,83.5
2024-01-15 04:05:00,MC002,106.4,0,52577,RUNNING,80.1,2.2,80.2
2024-01-15 04:05:00,MC003,81.1,0,45907,RUNNING,69.1,2.7,83.7
2024-01-15 04:10:00,MC001,84.5,0,55650,RUNNING,79.0,2.5,82.8
2024-01-15 04:10:00,MC002,114.8,0,53151,RUNNING,79.4,1.5,86.5
2024-01-15 04:10:00,MC003,84.6,0,46330,RUNNING,65.7,2.4,87.3
2024-01-15 04:15:00,MC001,89.2,0,56096,RUNNING,74.8,2.5,87.4
2024-01-15 04:15:00,MC002,113.7,0,53719,RUNNING,77.0,2.2,85.7
2024-01-15 04:15:00,MC003,75.6,0,46708,RUNNING,63.2,1.7,78.0
2024-01-15 04:20:00,MC001,83.6,0,56514,RUNNING,77.2,1.6,81.9
2024-01-15 04:20:00,MC002,112.2,0,54280,RUNNING,81.3,2.2,84.6
2024-01-15 04:20:00,MC003,83.2,0,47124,RUNNING,67.3,2.2,85.8
2024-01-15 04:25:00,MC001,80.7,0,56917,RUNNING,67.6,1.9,79.1
2024-01-15 04:25:00,MC002,101.9,0,54789,RUNNING,75.2,1.3,76.8
2024-01-15 04:25:00,MC003,81.8,0,47533,RUNNING,70.4,1.6,84.4
2024-01-15 04:30:00,MC001,81.2,0,57323,RUNNING,77.1,1.9,79.6
2024-01-15 04:30:00,MC002,111.8,0,55348,RUNNING,80.3,1.6,84.3
2024-01-15 04:30:00,MC003,74.9,0,47907,RUNNING,68.7,1.3,77.3
2024-01-15 04:35:00,MC001,80.3,0,57724,RUNNING,76.6,2.9,78.7
2024-01-15 04:35:00,MC002,104.3,0,55869,RUNNING,78.6,1.4,78.6
2024-01-15 04:35:00,MC003,83.4,0,48324,RUNNING,73.9,2.0,86.0
2024-01-15 04:40:00,MC001,83.9,0,58143,RUNNING,77.5,1.7,82.2
2024-01-15 04:40:00,MC002,105.0,0,56394,RUNNING,79.0,2.4,79.2
2024-01-15 04:40:00,MC003,82.1,0,48734,RUNNING,73.4,1.9,84.7
2024-01-15 04:45:00,MC001,84.4,0,58565,RUNNING,75.1,2.2,82.7
2024-01-15 04:45:00,MC002,99.6,0,56892,RUNNING,74.8,1.7,75.1
2024-01-15 04:45:00,MC003,74.6,0,49107,RUNNING,68.0,1.3,77.0
2024-01-15 04:50:00,MC001,83.2,0,58981,RUNNING,69.1,1.2,81.5
2024-01-15 04:50:00,MC002,115.5,0,57469,RUNNING,85.3,2.6,87.1
2024-01-15 04:50:00,MC003,82.3,0,49518,RUNNING,67.0,1.9,84.9
2024-01-15 04:55:00,MC001,78.4,0,59373,RUNNING,72.3,2.2,76.8
2024-01-15 04:55:00,MC002,102.2,0,57980,RUNNING,81.5,2.2,77.0
2024-01-15 04:55:00,MC003,72.8,0,49882,RUNNING,63.8,2.3,75.1
2024-01-15 05:00:00,MC001,78.2,0,59764,RUNNING,67.8,1.2,76.6
2024-01-15 05:00:00,MC002,55.2,E004,58256,FAULTED,72.3,9.2,0.0
2024-01-15 05:00:00,MC003,73.1,0,50247,RUNNING,68.9,1.8,75.4
2024-01-15 05:05:00,MC001,78.4,0,60156,RUNNING,76.8,1.2,76.8
2024-01-15 05:05:00,MC002,55.2,E004,58532,FAULTED,75.2,15.0,0.0
2024-01-15 05:05:00,MC003,82.0,0,50657,RUNNING,69.3,2.3,84.6
2024-01-15 05:10:00,MC001,78.2,0,60547,RUNNING,69.2,2.0,76.6
2024-01-15 05:10:00,MC002,55.2,E004,58808,FAULTED,74.1,10.1,0.0
2024-01-15 05:10:00,MC003,75.8,0,51036,RUNNING,64.8,2.0,78.2
2024-01-15 05:15:00,MC001,76.7,0,60930,RUNNING,64.6,1.9,75.2
2024-01-15 05:15:00,MC002,110.6,0,59361,RUNNING,76.8,2.3,83.4
2024-01-15 05:15:00,MC003,84.7,0,51459,RUNNING,73.8,2.7,87.4
2024-01-15 05:20:00,MC001,83.4,0,61347,RUNNING,78.0,1.9,81.7
2024-01-15 05:20:00,MC002,111.8,0,59920,RUNNING,80.7,2.3,84.3
2024-01-15 05:20:00,MC003,81.9,0,51868,RUNNING,72.0,2.7,84.5
2024-01-15 05:25:00,MC001,87.0,0,61782,RUNNING,76.5,2.3,85.3
2024-01-15 05:25:00,MC002,112.7,0,60483,RUNNING,75.8,1.9,85.0
2024-01-15 05:25:00,MC003,82.4,0,52280,RUNNING,71.8,2.0,85.0
2024-01-15 05:30:00,MC001,87.1,0,62217,RUNNING,79.6,2.7,85.4
2024-01-15 05:30:00,MC002,99.6,0,60981,RUNNING,77.0,2.9,75.1
2024-01-15 05:30:00,MC003,81.0,0,52685,RUNNING,68.5,2.9,83.6
2024-01-15 05:35:00,MC001,84.3,0,62638,RUNNING,74.9,2.0,82.6
2024-01-15 05:35:00,MC002,109.3,0,61527,RUNNING,77.7,3.1,82.4
2024-01-15 05:35:00,MC003,82.5,0,53097,RUNNING,65.5,2.2,85.1
2024-01-15 05:40:00,MC001,86.8,0,63072,RUNNING,72.5,1.5,85.1
2024-01-15 05:40:00,MC002,105.5,0,62054,RUNNING,77.0,1.8,79.5
2024-01-15 05:40:00,MC003,73.4,0,53464,RUNNING,62.8,2.1,75.7
2024-01-15 05:45:00,MC001,84.8,0,63496,RUNNING,72.3,2.0,83.1
2024-01-15 05:45:00,MC002,112.1,0,62614,RUNNING,77.6,2.0,84.5
2024-01-15 05:45:00,MC003,73.3,0,53830,RUNNING,70.8,2.1,75.6
2024-01-15 05:50:00,MC001,77.1,0,63881,RUNNING,67.8,1.5,75.6
2024-01-15 05:50:00,MC002,115.6,0,63192,RUNNING,81.8,2.4,87.1
2024-01-15 05:50:00,MC003,80.4,0,54232,RUNNING,67.1,2.0,82.9
2024-01-15 05:55:00,MC001,83.1,0,64296,RUNNING,73.9,1.9,81.4
2024-01-15 05:55:00,MC002,104.1,0,63712,RUNNING,74.8,1.6,78.5
2024-01-15 05:55:00,MC003,73.2,0,54598,RUNNING,68.5,2.5,75.5
2024-01-15 06:00:00,MC001,90.8,0,64750,RUNNING,76.3,1.8,89.0
2024-01-15 06:00:00,MC002,121.1,0,64317,RUNNING,77.2,2.1,91.3
2024-01-15 06:00:00,MC003,89.6,0,55046,RUNNING,67.7,2.0,92.4
2024-01-15 06:05:00,MC001,89.8,0,65199,RUNNING,75.7,2.1,88.0
2024-01-15 06:05:00,MC002,120.9,0,64921,RUNNING,80.4,3.0,91.1
2024-01-15 06:05:00,MC003,89.5,0,55493,RUNNING,72.1,3.0,92.3
2024-01-15 06:10:00,MC001,95.5,0,65676,RUNNING,75.0,2.1,93.6
2024-01-15 06:10:00,MC002,127.4,0,65558,RUNNING,82.4,2.8,96.0
2024-01-15 06:10:00,MC003,86.4,0,55925,RUNNING,74.9,3.1,89.1
2024-01-15 06:15:00,MC001,96.0,0,66156,RUNNING,82.0,2.1,94.1
2024-01-15 06:15:00,MC002,121.2,0,66164,RUNNING,84.0,1.4,91.4
2024-01-15 06:15:00,MC003,81.9,0,56334,RUNNING,73.4,2.7,84.5
2024-01-15 06:20:00,MC001,94.7,0,66629,RUNNING,78.2,2.9,92.8
2024-01-15 06:20:00,MC002,121.1,0,66769,RUNNING,75.1,2.2,91.3
2024-01-15 06:20:00,MC003,91.0,0,56789,RUNNING,68.4,1.7,93.9
2024-01-15 06:25:00,MC001,93.2,0,67095,RUNNING,73.9,1.9,91.3
2024-01-15 06:25:00,MC002,124.4,0,67391,RUNNING,77.1,2.3,93.8
2024-01-15 06:25:00,MC003,82.1,0,57199,RUNNING,63.2,2.0,84.7
2024-01-15 06:30:00,MC001,91.0,0,67550,RUNNING,80.9,2.8,89.2
2024-01-15 06:30:00,MC002,114.1,0,67961,RUNNING,78.1,1.3,86.0
2024-01-15 06:30:00,MC003,86.0,0,57629,RUNNING,75.8,3.0,88.7
2024-01-15 06:35:00,MC001,96.2,0,68031,RUNNING,75.5,3.2,94.3
2024-01-15 06:35:00,MC002,124.5,0,68583,RUNNING,86.7,2.4,93.9
2024-01-15 06:35:00,MC003,83.9,0,58048,RUNNING,70.1,1.9,86.5
2024-01-15 06:40:00,MC001,95.3,0,68507,RUNNING,77.1,3.1,93.4
2024-01-15 06:40:00,MC002,111.4,0,69140,RUNNING,83.5,1.7,84.0
2024-01-15 06:40:00,MC003,88.7,0,58491,RUNNING,68.6,2.0,91.5
2024-01-15 06:45:00,MC001,92.5,0,68969,RUNNING,70.5,2.9,90.6
2024-01-15 06:45:00,MC002,125.5,0,69767,RUNNING,78.7,2.5,94.6
2024-01-15 06:45:00,MC003,88.2,0,58932,RUNNING,72.0,2.4,91.0
2024-01-15 06:50:00,MC001,96.8,0,69453,RUNNING,79.9,2.3,94.9
2024-01-15 06:50:00,MC002,115.7,0,70345,RUNNING,84.6,3.2,87.2
2024-01-15 06:50:00,MC003,92.4,0,59394,RUNNING,62.4,3.2,95.3
2024-01-15 06:55:00,MC001,85.8,0,69882,RUNNING,73.1,2.4,84.1
2024-01-15 06:55:00,MC002,125.8,0,70974,RUNNING,76.9,2.7,94.8
2024-01-15 06:55:00,MC003,93.5,0,59861,RUNNING,72.4,2.9,96.5
2024-01-15 07:00:00,MC001,87.6,0,70320,RUNNING,75.6,1.8,85.8
2024-01-15 07:00:00,MC002,112.5,0,71536,RUNNING,79.3,1.9,84.8
2024-01-15 07:00:00,MC003,91.9,0,60320,RUNNING,79.3,2.7,94.8
2024-01-15 07:05:00,MC001,95.1,0,70795,RUNNING,69.7,3.0,93.2
2024-01-15 07:05:00,MC002,112.6,0,72099,RUNNING,76.3,1.5,84.9
2024-01-15 07:05:00,MC003,87.3,0,60756,RUNNING,69.5,1.8,90.1
2024-01-15 07:10:00,MC001,85.6,0,71223,RUNNING,72.0,2.9,83.9
2024-01-15 07:10:00,MC002,129.1,0,72744,RUNNING,83.7,3.9,97.3
2024-01-15 07:10:00,MC003,84.3,0,61177,RUNNING,65.2,2.6,87.0
2024-01-15 07:15:00,MC001,87.4,0,71660,RUNNING,73.1,2.8,85.7
2024-01-15 07:15:00,MC002,114.8,0,73318,RUNNING,75.3,2.5,86.5
2024-01-15 07:15:00,MC003,81.2,0,61583,RUNNING,65.0,2.1,83.8
2024-01-15 07:20:00,MC001,89.3,0,72106,RUNNING,79.2,2.4,87.5
2024-01-15 07:20:00,MC002,117.0,0,73903,RUNNING,75.1,1.8,88.2
2024-01-15 07:20:00,MC003,93.6,0,62051,RUNNING,73.4,2.0,96.6
2024-01-15 07:25:00,MC001,97.7,0,72594,RUNNING,71.5,3.1,95.7
2024-01-15 07:25:00,MC002,119.0,0,74498,RUNNING,81.8,3.0,89.7
2024-01-15 07:25:00,MC003,83.0,0,62466,RUNNING,69.4,2.2,85.6
2024-01-15 07:30:00,MC001,89.5,0,73041,RUNNING,72.5,2.2,87.7
2024-01-15 07:30:00,MC002,128.8,0,75142,RUNNING,80.0,2.3,97.1
2024-01-15 07:30:00,MC003,94.6,0,62939,RUNNING,72.7,2.0,97.6
2024-01-15 07:35:00,MC001,88.2,0,73482,RUNNING,74.8,2.5,86.4
2024-01-15 07:35:00,MC002,114.1,0,75712,RUNNING,76.7,2.1,86.0
2024-01-15 07:35:00,MC003,84.8,0,63363,RUNNING,66.4,1.6,87.5
2024-01-15 07:40:00,MC001,94.7,0,73955,RUNNING,73.9,2.1,92.8
2024-01-15 07:40:00,MC002,123.4,0,76329,RUNNING,81.1,2.5,93.0
2024-01-15 07:40:00,MC003,84.4,0,63785,RUNNING,69.5,1.8,87.1
2024-01-15 07:45:00,MC001,94.6,0,74428,RUNNING,74.0,2.4,92.7
2024-01-15 07:45:00,MC002,122.3,0,76940,RUNNING,77.3,2.7,92.2
2024-01-15 07:45:00,MC003,84.7,0,64208,RUNNING,68.8,2.1,87.4
2024-01-15 07:50:00,MC001,95.5,0,74905,RUNNING,75.3,2.1,93.6
2024-01-15 07:50:00,MC002,124.7,0,77563,RUNNING,73.9,2.4,94.0
2024-01-15 07:50:00,MC003,88.5,0,64650,RUNNING,64.3,3.6,91.3
2024-01-15 07:55:00,MC001,97.6,0,75393,RUNNING,76.4,2.5,95.6
2024-01-15 07:55:00,MC002,122.3,0,78174,RUNNING,82.2,2.4,92.2
2024-01-15 07:55:00,MC003,86.1,0,65080,RUNNING,66.2,1.3,88.8
2024-01-15 08:00:00,MC001,92.0,0,75853,RUNNING,73.3,2.8,90.2
2024-01-15 08:00:00,MC002,115.2,0,78750,RUNNING,79.2,2.8,86.8
2024-01-15 08:00:00,MC003,93.5,0,65547,RUNNING,65.7,1.7,96.5
2024-01-15 08:05:00,MC001,89.3,0,76299,RUNNING,71.3,2.3,87.5
2024-01-15 08:05:00,MC002,128.9,0,79394,RUNNING,76.6,2.6,97.2
2024-01-15 08:05:00,MC003,85.7,0,65975,RUNNING,72.0,2.1,88.4
2024-01-15 08:10:00,MC001,96.4,0,76781,RUNNING,72.8,2.0,94.5
2024-01-15 08:10:00,MC002,113.5,0,79961,RUNNING,80.5,2.5,85.6
2024-01-15 08:10:00,MC003,88.6,0,66418,RUNNING,74.4,2.7,91.4
2024-01-15 08:15:00,MC001,87.0,0,77216,RUNNING,73.9,3.2,85.3
2024-01-15 08:15:00,MC002,127.8,0,80600,RUNNING,77.3,3.1,96.3
2024-01-15 08:15:00,MC003,86.2,0,66849,RUNNING,71.0,2.1,88.9
2024-01-15 08:20:00,MC001,91.3,0,77672,RUNNING,68.1,2.4,89.5
2024-01-15 08:20:00,MC002,114.3,0,81171,RUNNING,83.7,1.9,86.2
2024-01-15 08:20:00,MC003,91.5,0,67306,RUNNING,63.5,1.7,94.4
2024-01-15 08:25:00,MC001,92.0,0,78132,RUNNING,75.5,2.8,90.2
2024-01-15 08:25:00,MC002,122.1,0,81781,RUNNING,74.6,2.6,92.0
2024-01-15 08:25:00,MC003,84.3,0,67727,RUNNING,64.5,2.0,87.0
2024-01-15 08:30:00,MC001,99.5,0,78629,RUNNING,75.4,2.3,97.5
2024-01-15 08:30:00,MC002,120.7,0,82384,RUNNING,84.5,1.6,91.0
2024-01-15 08:30:00,MC003,91.6,0,68185,RUNNING,69.2,2.5,94.5
2024-01-15 08:35:00,MC001,93.5,0,79096,RUNNING,71.5,2.1,91.6
2024-01-15 08:35:00,MC002,127.8,0,83023,RUNNING,78.2,3.0,96.3
2024-01-15 08:35:00,MC003,93.9,0,68654,RUNNING,72.2,2.2,96.9
2024-01-15 08:40:00,MC001,90.1,0,79546,RUNNING,77.2,3.0,88.3
2024-01-15 08:40:00,MC002,121.5,0,83630,RUNNING,81.6,2.4,91.6
2024-01-15 08:40:00,MC003,92.8,0,69118,RUNNING,74.7,2.3,95.7
